Latitude,Longitude,BusSpeed
40.77774,-73.98655,18
40.77736333,-73.98691667,9
40.77661,-73.98765,23
40.7760075,-73.9878225,24
40.775405,-73.987995,17
40.7742,-73.98834,12
40.77390667,-73.98887,13
40.77332,-73.98993,16
40.7728,-73.9901875,18
40.77228,-73.990445,7
40.77124,-73.99096,20
40.77056333,-73.99052,5
40.76921,-73.98964,18
40.77187167,-73.98681833,25
40.77453333,-73.98399667,18
40.777195,-73.981175,12
40.77985667,-73.97835333,25
40.78518,-73.97271,1
40.7714025,-73.9821025,22
40.757625,-73.991495,21
40.73007,-74.01028,5
40.7391825,-74.0034025,26
40.748295,-73.996525,29
40.76652,-73.98277,4
40.7662775,-73.9821925,31
40.766035,-73.981615,4
40.76555,-73.98046,20
40.76505167,-73.97938367,9
40.764055,-73.977231,22
40.76370667,-73.976314,2
40.76301,-73.97448,7
40.756636,-73.978274,12
40.750262,-73.982068,11
40.743888,-73.985862,16
40.73114,-73.99345,10
40.7385025,-73.9872725,2
40.745865,-73.981095,10
40.76059,-73.96874,14
40.760435,-73.9683725,16
40.76028,-73.968005,4
40.75997,-73.96727,2
40.75036,-73.97599667,15
40.73114,-73.99345,3
40.73666,-73.987238,2
40.74218,-73.981026,2
40.7477,-73.974814,0
40.75874,-73.96239,11
40.76674667,-73.96051,17
40.78276,-73.95675,18
40.76352333,-73.96756667,0
40.70884,-74.01456,1
40.73243,-74.00473667,26
40.77961,-73.98509,8
40.7791425,-73.985455,23
40.778675,-73.98582,14
40.77774,-73.98655,10
40.7774575,-73.986825,8
40.777175,-73.9871,8
40.77661,-73.98765,18
40.7760075,-73.9878225,4
40.775405,-73.987995,15
40.7742,-73.98834,16
40.77390667,-73.98887,6
40.77332,-73.98993,10
40.772904,-73.990136,14
40.772488,-73.990342,7
40.772072,-73.990548,11
40.77124,-73.99096,23
40.7707325,-73.99063,3
40.770225,-73.9903,2
40.76921,-73.98964,30.75
40.772404,-73.986254,21
40.775598,-73.982868,23
40.778792,-73.979482,22
40.78518,-73.97271,23
40.775995,-73.97897167,6
40.76681,-73.98523333,13
40.757625,-73.991495,9
40.74844,-73.99775667,5
40.73007,-74.01028,19
40.736145,-74.005695,22
40.74222,-74.00111,6
40.748295,-73.996525,19
40.75437,-73.99194,26
40.76652,-73.98277,21
40.766326,-73.982308,9
40.766132,-73.981846,20
40.765938,-73.981384,18
40.76555,-73.98046,11
40.765251,-73.9798142,13
40.764952,-73.9791684,28
40.764653,-73.9785226,25
40.764055,-73.977231,24
40.76379375,-73.97654325,13
40.7635325,-73.9758555,30.5
40.76301,-73.97448,15
40.7550425,-73.9792225,20
40.747075,-73.983965,0
40.73114,-73.99345,16
40.74095667,-73.98521333,4
40.76059,-73.96874,12
40.76038333,-73.96825,7
40.75997,-73.96727,3
40.755165,-73.97163333,21
40.75036,-73.97599667,14
40.745555,-73.98036,21
40.74075,-73.98472333,9
40.73114,-73.99345,17
40.74034,-73.98309667,19
40.75874,-73.96239,19
40.76674667,-73.96051,16
40.78276,-73.95675,21
40.7683325,-73.9648625,15
40.753905,-73.972975,9
40.70884,-74.01456,28
40.720635,-74.00964833,27.75
40.73243,-74.00473667,19
40.744225,-73.999825,24
40.75602,-73.99491333,0
40.77961,-73.98509,21
40.77898667,-73.98557667,1
40.77774,-73.98655,15
40.777514,-73.98677,30.75
40.777288,-73.98699,5
40.777062,-73.98721,19
40.77661,-73.98765,16
40.776128,-73.987788,2
40.775646,-73.987926,25
40.775164,-73.988064,28.25
40.7742,-73.98834,15
40.77405333,-73.988605,21
40.77390667,-73.98887,22
40.77376,-73.989135,24
40.77361333,-73.9894,5
40.77332,-73.98993,25
40.77297333,-73.99010167,27
40.77262667,-73.99027333,10
40.77228,-73.990445,15
40.77193333,-73.99061667,2
40.77124,-73.99096,17
40.77056333,-73.99052,7
40.76921,-73.98964,5
40.7732025,-73.9854075,9
40.777195,-73.981175,28.25
40.78518,-73.97271,14
40.7714025,-73.9821025,17
40.757625,-73.991495,2
40.73007,-74.01028,8
40.736145,-74.005695,30
40.74222,-74.00111,12
40.748295,-73.996525,3
40.75437,-73.99194,34
40.76652,-73.98277,21
40.7662775,-73.9821925,6
40.766035,-73.981615,4
40.76555,-73.98046,19
40.765251,-73.9798142,15
40.764952,-73.9791684,30
40.764653,-73.9785226,14
40.764055,-73.977231,10
40.76379375,-73.97654325,20
40.7635325,-73.9758555,6
40.76301,-73.97448,21
40.75769833,-73.97764167,10
40.75238667,-73.98080333,17
40.747075,-73.983965,12
40.74176333,-73.98712667,12
40.73114,-73.99345,19
40.74095667,-73.98521333,9
40.76059,-73.96874,4
40.76048667,-73.968495,22
40.76038333,-73.96825,20
40.76028,-73.968005,11
40.76017667,-73.96776,17
40.75997,-73.96727,14
40.7527625,-73.973815,13
40.745555,-73.98036,0
40.73114,-73.99345,10
40.73574,-73.98827333,2
40.74034,-73.98309667,0
40.74494,-73.97792,15
40.74954,-73.97274333,2
40.75874,-73.96239,3
40.764745,-73.96098,4
40.77075,-73.95957,3
40.78276,-73.95675,21
40.7683325,-73.9648625,21
40.753905,-73.972975,22
40.70884,-74.01456,22
40.73243,-74.00473667,27.75
40.77961,-73.98509,25
40.779236,-73.985382,8
40.778862,-73.985674,18
40.778488,-73.985966,18
40.77774,-73.98655,26
40.77755167,-73.98673333,6
40.77736333,-73.98691667,21
40.777175,-73.9871,22
40.77698667,-73.98728333,5
40.77661,-73.98765,23
40.7760075,-73.9878225,19
40.775405,-73.987995,25
40.7742,-73.98834,13
40.77405333,-73.988605,20
40.77390667,-73.98887,29.5
40.77376,-73.989135,16
40.77361333,-73.9894,6
40.77332,-73.98993,0
40.772904,-73.990136,13
40.772488,-73.990342,25
40.772072,-73.990548,1
40.77124,-73.99096,7
40.770834,-73.990696,14
40.770428,-73.990432,3
40.770022,-73.990168,2
40.76921,-73.98964,10
40.77187167,-73.98681833,16
40.77453333,-73.98399667,2
40.777195,-73.981175,1
40.77985667,-73.97835333,22
40.78518,-73.97271,18
40.7714025,-73.9821025,14
40.757625,-73.991495,22
40.73007,-74.01028,32
40.74222,-74.00111,3
40.76652,-73.98277,4
40.7662775,-73.9821925,14
40.766035,-73.981615,3
40.76555,-73.98046,11
40.76505167,-73.97938367,17
40.764055,-73.977231,16
40.763846,-73.9766808,17
40.763637,-73.9761306,4
40.763428,-73.9755804,26
40.76301,-73.97448,21
40.75769833,-73.97764167,17
40.75238667,-73.98080333,8
40.747075,-73.983965,3
40.74176333,-73.98712667,17
40.73114,-73.99345,2
40.74095667,-73.98521333,1
40.76059,-73.96874,19
40.76038333,-73.96825,10
40.75997,-73.96727,4
40.754204,-73.972506,29.5
40.748438,-73.977742,25
40.742672,-73.982978,18
40.73114,-73.99345,25
40.73574,-73.98827333,16
40.74034,-73.98309667,4
40.74494,-73.97792,5
40.74954,-73.97274333,15
40.75874,-73.96239,30.25
40.763544,-73.961262,18
40.768348,-73.960134,0
40.773152,-73.959006,14
40.78276,-73.95675,1
40.76352333,-73.96756667,17
40.70884,-74.01456,19
40.722994,-74.008666,17
40.737148,-74.002772,20
40.751302,-73.996878,14
40.77961,-73.98509,10
40.77898667,-73.98557667,6
40.77774,-73.98655,19
40.7774575,-73.986825,5
40.777175,-73.9871,20
40.77661,-73.98765,17
40.77580667,-73.98788,6
40.7742,-73.98834,25
40.774024,-73.988658,3
40.773848,-73.988976,28.75
40.773672,-73.989294,1
40.77332,-73.98993,24
40.77262667,-73.99027333,16
40.77124,-73.99096,30.25
40.7707325,-73.99063,1
40.770225,-73.9903,10
40.76921,-73.98964,12
40.772404,-73.986254,14
40.775598,-73.982868,6
40.778792,-73.979482,9
40.78518,-73.97271,13
40.76681,-73.98523333,2
40.73007,-74.01028,13
40.7391825,-74.0034025,16
40.748295,-73.996525,33
40.76652,-73.98277,13
40.76635833,-73.982385,20
40.76619667,-73.982,6
40.766035,-73.981615,12
40.76587333,-73.98123,16
40.76555,-73.98046,18
40.76505167,-73.97938367,0
40.764055,-73.977231,18
40.76388083,-73.9767725,21
40.76370667,-73.976314,7
40.7635325,-73.9758555,12
40.76335833,-73.975397,18
40.76301,-73.97448,7
40.756636,-73.978274,23
40.750262,-73.982068,15
40.743888,-73.985862,1
40.73114,-73.99345,24
40.7385025,-73.9872725,10
40.745865,-73.981095,6
40.76059,-73.96874,2
40.760435,-73.9683725,17
40.76028,-73.968005,13
40.75997,-73.96727,19
40.7527625,-73.973815,9
40.745555,-73.98036,28.5
40.73114,-73.99345,2
40.74034,-73.98309667,23
40.75874,-73.96239,17
40.763544,-73.961262,11
40.768348,-73.960134,0
40.773152,-73.959006,14
40.78276,-73.95675,31.25
40.76352333,-73.96756667,1
40.70884,-74.01456,25
40.73243,-74.00473667,21
40.77961,-73.98509,6
40.7791425,-73.985455,7
40.778675,-73.98582,19
40.77774,-73.98655,10
40.77755167,-73.98673333,17
40.77736333,-73.98691667,1
40.777175,-73.9871,21
40.77698667,-73.98728333,14
40.77661,-73.98765,12
40.77580667,-73.98788,17
40.7742,-73.98834,10
40.77398,-73.9887375,0
40.77376,-73.989135,19
40.77332,-73.98993,15
40.7728,-73.9901875,5
40.77228,-73.990445,24
40.77124,-73.99096,15
40.77090167,-73.99074,2
40.77056333,-73.99052,21
40.770225,-73.9903,30.25
40.76988667,-73.99008,24
40.76921,-73.98964,1
40.7732025,-73.9854075,4
40.777195,-73.981175,24
40.78518,-73.97271,2
40.774158,-73.980224,9
40.763136,-73.987738,14
40.752114,-73.995252,16
40.73007,-74.01028,6
40.74222,-74.00111,23
40.76652,-73.98277,27.75
40.76619667,-73.982,12
40.76555,-73.98046,11
40.76517625,-73.97965275,5
40.7648025,-73.9788455,11
40.764055,-73.977231,6
40.76379375,-73.97654325,7
40.7635325,-73.9758555,6
40.76301,-73.97448,10
40.75238667,-73.98080333,24
40.73114,-73.99345,9
40.73604833,-73.98933167,6
40.74095667,-73.98521333,30.75
40.745865,-73.981095,23
40.75077333,-73.97697667,16
40.76059,-73.96874,14
40.76048667,-73.968495,2
40.76038333,-73.96825,7
40.76028,-73.968005,26
40.76017667,-73.96776,11
40.75997,-73.96727,3
40.7527625,-73.973815,10
40.745555,-73.98036,23
40.73114,-73.99345,25
40.73666,-73.987238,4
40.74218,-73.981026,5
40.7477,-73.974814,6
40.75874,-73.96239,14
40.76274333,-73.96145,8
40.76674667,-73.96051,30
40.77075,-73.95957,12
40.77475333,-73.95863,19
40.78276,-73.95675,26
40.77314167,-73.96215833,25
40.76352333,-73.96756667,11
40.753905,-73.972975,23
40.74428667,-73.97838333,2
40.70884,-74.01456,12
40.7265325,-74.0071925,15
40.744225,-73.999825,30
40.77961,-73.98509,1
40.77898667,-73.98557667,5
40.77774,-73.98655,7
40.777514,-73.98677,17
40.777288,-73.98699,14
40.777062,-73.98721,2
40.77661,-73.98765,13
40.77580667,-73.98788,9
40.7742,-73.98834,31.25
40.77398,-73.9887375,7
40.77376,-73.989135,18
40.77332,-73.98993,11
40.7728,-73.9901875,12
40.77228,-73.990445,16
40.77124,-73.99096,0
40.77056333,-73.99052,7
40.76921,-73.98964,12
40.77453333,-73.98399667,8
40.78518,-73.97271,2
40.774158,-73.980224,10
40.763136,-73.987738,12
40.752114,-73.995252,2
40.73007,-74.01028,4
40.736145,-74.005695,36
40.74222,-74.00111,11
40.748295,-73.996525,0
40.75437,-73.99194,3
40.76652,-73.98277,17
40.76635833,-73.982385,16
40.76619667,-73.982,10
40.766035,-73.981615,22
40.76587333,-73.98123,24
40.76555,-73.98046,15
40.765251,-73.9798142,4
40.764952,-73.9791684,9
40.764653,-73.9785226,4
40.764055,-73.977231,14
40.76370667,-73.976314,24
40.76301,-73.97448,25
40.756636,-73.978274,17
40.750262,-73.982068,5
40.743888,-73.985862,4
40.73114,-73.99345,9
40.73604833,-73.98933167,30
40.74095667,-73.98521333,23
40.745865,-73.981095,28.25
40.75077333,-73.97697667,30.5
40.76059,-73.96874,0
40.76038333,-73.96825,8
40.75997,-73.96727,11
40.75036,-73.97599667,18
40.73114,-73.99345,3
40.74034,-73.98309667,23
40.75874,-73.96239,23
40.763544,-73.961262,0
40.768348,-73.960134,28.5
40.773152,-73.959006,18
40.78276,-73.95675,3
40.76352333,-73.96756667,17
40.70884,-74.01456,24
40.73243,-74.00473667,12
40.77961,-73.98509,21
40.77929833,-73.98533333,15
40.77898667,-73.98557667,15
40.778675,-73.98582,18
40.77836333,-73.98606333,5
40.77774,-73.98655,13
40.77755167,-73.98673333,10
40.77736333,-73.98691667,2
40.777175,-73.9871,9
40.77698667,-73.98728333,7
40.77661,-73.98765,18
40.77580667,-73.98788,22
40.7742,-73.98834,21
40.77390667,-73.98887,19
40.77332,-73.98993,0
40.7728,-73.9901875,17
40.77228,-73.990445,16
40.77124,-73.99096,4
40.77090167,-73.99074,6
40.77056333,-73.99052,21
40.770225,-73.9903,13
40.76988667,-73.99008,17
40.76921,-73.98964,7
40.772404,-73.986254,5
40.775598,-73.982868,23
40.778792,-73.979482,9
40.78518,-73.97271,8
40.775995,-73.97897167,15
40.76681,-73.98523333,8
40.757625,-73.991495,14
40.74844,-73.99775667,12
40.73007,-74.01028,7
40.7391825,-74.0034025,18
40.748295,-73.996525,42
40.76652,-73.98277,12
40.76619667,-73.982,8
40.76555,-73.98046,5
40.765251,-73.9798142,12
40.764952,-73.9791684,6
40.764653,-73.9785226,8
40.764055,-73.977231,10
40.76370667,-73.976314,13
40.76301,-73.97448,25
40.75769833,-73.97764167,12
40.75238667,-73.98080333,2
40.747075,-73.983965,9
40.74176333,-73.98712667,19
40.73114,-73.99345,1
40.73703,-73.988508,15
40.74292,-73.983566,5
40.74881,-73.978624,11
40.76059,-73.96874,5
40.76038333,-73.96825,16
40.75997,-73.96727,18
40.754204,-73.972506,9
40.748438,-73.977742,26
40.742672,-73.982978,13
40.73114,-73.99345,3
40.73574,-73.98827333,8
40.74034,-73.98309667,15
40.74494,-73.97792,3
40.74954,-73.97274333,1
40.75874,-73.96239,11
40.763544,-73.961262,22
40.768348,-73.960134,3
40.773152,-73.959006,31.25
40.78276,-73.95675,2
40.76352333,-73.96756667,3
40.70884,-74.01456,1
40.73243,-74.00473667,12
40.77961,-73.98509,22
40.77929833,-73.98533333,19
40.77898667,-73.98557667,12
40.778675,-73.98582,26
40.77836333,-73.98606333,29.5
40.77774,-73.98655,0
40.77755167,-73.98673333,19
40.77736333,-73.98691667,5
40.777175,-73.9871,0
40.77698667,-73.98728333,14
40.77661,-73.98765,25
40.77620833,-73.987765,12
40.77580667,-73.98788,21
40.775405,-73.987995,2
40.77500333,-73.98811,16
40.7742,-73.98834,17
40.77398,-73.9887375,20
40.77376,-73.989135,17
40.77332,-73.98993,16
40.772904,-73.990136,15
40.772488,-73.990342,3
40.772072,-73.990548,13
40.77124,-73.99096,6
40.77056333,-73.99052,4
40.76921,-73.98964,29
40.77187167,-73.98681833,11
40.77453333,-73.98399667,12
40.777195,-73.981175,3
40.77985667,-73.97835333,9
40.78518,-73.97271,4
40.7714025,-73.9821025,26
40.757625,-73.991495,16
40.73007,-74.01028,34
40.73736,-74.004778,37
40.74465,-73.999276,11
40.75194,-73.993774,25
40.76652,-73.98277,16
40.76635833,-73.982385,12
40.76619667,-73.982,5
40.766035,-73.981615,2
40.76587333,-73.98123,23
40.76555,-73.98046,8
40.76505167,-73.97938367,29.5
40.764055,-73.977231,23
40.76388083,-73.9767725,13
40.76370667,-73.976314,4
40.7635325,-73.9758555,10
40.76335833,-73.975397,1
40.76301,-73.97448,0
40.756636,-73.978274,3
40.750262,-73.982068,7
40.743888,-73.985862,1
40.73114,-73.99345,8
40.73703,-73.988508,16
40.74292,-73.983566,18
40.74881,-73.978624,3
40.76059,-73.96874,12
40.760435,-73.9683725,2
40.76028,-73.968005,18
40.75997,-73.96727,3
40.7527625,-73.973815,17
40.745555,-73.98036,3
40.73114,-73.99345,17
40.73804,-73.985685,15
40.74494,-73.97792,23
40.75874,-73.96239,8
40.76274333,-73.96145,29.5
40.76674667,-73.96051,11
40.77075,-73.95957,18
40.77475333,-73.95863,6
40.78276,-73.95675,12
40.76352333,-73.96756667,3
40.70884,-74.01456,10
40.722994,-74.008666,14
40.737148,-74.002772,19
40.751302,-73.996878,21
40.77961,-73.98509,24
40.7791425,-73.985455,20
40.778675,-73.98582,2
40.77774,-73.98655,4
40.77736333,-73.98691667,5
40.77661,-73.98765,8
40.7760075,-73.9878225,3
40.775405,-73.987995,22
40.7742,-73.98834,5
40.77405333,-73.988605,18
40.77390667,-73.98887,11
40.77376,-73.989135,15
40.77361333,-73.9894,25
40.77332,-73.98993,1
40.77262667,-73.99027333,13
40.77124,-73.99096,14
40.7707325,-73.99063,2
40.770225,-73.9903,25
40.76921,-73.98964,20
40.7732025,-73.9854075,11
40.777195,-73.981175,10
40.78518,-73.97271,15
40.775995,-73.97897167,9
40.76681,-73.98523333,20
40.757625,-73.991495,0
40.74844,-73.99775667,8
40.73007,-74.01028,18
40.736145,-74.005695,5
40.74222,-74.00111,34
40.748295,-73.996525,29
40.75437,-73.99194,3
40.76652,-73.98277,19
40.766326,-73.982308,8
40.766132,-73.981846,11
40.765938,-73.981384,17
40.76555,-73.98046,17
40.76517625,-73.97965275,14
40.7648025,-73.9788455,20
40.764055,-73.977231,0
40.763846,-73.9766808,10
40.763637,-73.9761306,0
40.763428,-73.9755804,15
40.76301,-73.97448,17
40.756636,-73.978274,19
40.750262,-73.982068,0
40.743888,-73.985862,26
40.73114,-73.99345,16
40.74095667,-73.98521333,18
40.76059,-73.96874,14
40.760435,-73.9683725,2
40.76028,-73.968005,5
40.75997,-73.96727,0
40.75036,-73.97599667,17
40.73114,-73.99345,21
40.73574,-73.98827333,31.25
40.74034,-73.98309667,11
40.74494,-73.97792,10
40.74954,-73.97274333,14
40.75874,-73.96239,27.75
40.76274333,-73.96145,24
40.76674667,-73.96051,1
40.77075,-73.95957,17
40.77475333,-73.95863,8
40.78276,-73.95675,19
40.771218,-73.96324,22
40.759676,-73.96973,12
40.748134,-73.97622,0
40.70884,-74.01456,7
40.7265325,-74.0071925,13
40.744225,-73.999825,2
40.77961,-73.98509,7
40.77929833,-73.98533333,10
40.77898667,-73.98557667,12
40.778675,-73.98582,21
40.77836333,-73.98606333,16
40.77774,-73.98655,7
40.7774575,-73.986825,19
40.777175,-73.9871,1
40.77661,-73.98765,23
40.77580667,-73.98788,6
40.7742,-73.98834,23
40.77398,-73.9887375,16
40.77376,-73.989135,31.25
40.77332,-73.98993,14
40.77297333,-73.99010167,23
40.77262667,-73.99027333,5
40.77228,-73.990445,6
40.77193333,-73.99061667,23
40.77124,-73.99096,9
40.770834,-73.990696,24
40.770428,-73.990432,9
40.770022,-73.990168,24
40.76921,-73.98964,10
40.772404,-73.986254,16
40.775598,-73.982868,4
40.778792,-73.979482,2
40.78518,-73.97271,2
40.76681,-73.98523333,22
40.73007,-74.01028,13
40.74222,-74.00111,30
40.76652,-73.98277,20
40.766326,-73.982308,16
40.766132,-73.981846,4
40.765938,-73.981384,24
40.76555,-73.98046,11
40.76505167,-73.97938367,18
40.764055,-73.977231,28.25
40.76388083,-73.9767725,6
40.76370667,-73.976314,2
40.7635325,-73.9758555,10
40.76335833,-73.975397,8
40.76301,-73.97448,10
40.756636,-73.978274,19
40.750262,-73.982068,0
40.743888,-73.985862,20
40.73114,-73.99345,27.75
40.73703,-73.988508,2
40.74292,-73.983566,7
40.74881,-73.978624,12
40.76059,-73.96874,25
40.76048667,-73.968495,23
40.76038333,-73.96825,24
40.76028,-73.968005,1
40.76017667,-73.96776,4
40.75997,-73.96727,15
40.754204,-73.972506,8
40.748438,-73.977742,11
40.742672,-73.982978,14
40.73114,-73.99345,5
40.73804,-73.985685,7
40.74494,-73.97792,21
40.75874,-73.96239,21
40.76674667,-73.96051,4
40.78276,-73.95675,13
40.76352333,-73.96756667,11
40.70884,-74.01456,10
40.73243,-74.00473667,20
40.77961,-73.98509,10
40.779236,-73.985382,23
40.778862,-73.985674,31
40.778488,-73.985966,0
40.77774,-73.98655,18
40.77755167,-73.98673333,25
40.77736333,-73.98691667,0
40.777175,-73.9871,7
